Accession,Length,Host
NC_032873,9223,Pomacea canaliculata
NC_032874,9103,Astacoidea
NC_032875,3851,Hexapoda
NC_032876,8831,Arthropoda
NC_032877,10481,Pomacea canaliculata
NC_032878,6293,Odonata
NC_032879,8410,Astacoidea
NC_032880,4473,Ensis minor
NC_032881,9339,Metaphire sieboldi
NC_032882,10473,Pomacea canaliculata
NC_032883,3615,Odonata
NC_032884,4326,Hexapoda
NC_032885,5363,Ensis minor
NC_032886,8610,Pomacea canaliculata
NC_032887,2677,Nodularia douglasiae
NC_032888,8658,Arthropoda
NC_032889,2930,Ensis minor
NC_032890,8377,Bivalvia
NC_032891,4380,Nodularia douglasiae
NC_032892,8943,Pomacea canaliculata
NC_032893,5795,Astacoidea
NC_032894,9077,Arthropoda
NC_032895,3995,Ensis minor
NC_032896,5933,Hexapoda
NC_032897,2073,Diptera
NC_032898,8281,Arthropoda
NC_032899,13389,Dermaptera
NC_032900,8916,Pomacea canaliculata
NC_032901,3196,Hexapoda
NC_032902,7691,Diptera
NC_032903,5029,Octopus
NC_032904,8860,Arthropoda
NC_032905,9828,Dermaptera
NC_032906,8890,Pomacea canaliculata
NC_032907,13109,Lepidoptera
NC_032908,9463,Bivalvia
NC_032909,7594,Hexapoda
NC_032910,4007,Nodularia douglasiae
NC_032911,8215,Pomacea canaliculata
NC_032913,4177,Octopus
NC_032914,4382,Octopus
NC_032915,5313,Nodularia douglasiae
NC_032916,10234,Tabanidae
NC_032917,7094,Pomacea canaliculata
NC_032918,2934,Gerridae
NC_032919,5859,Diptera
NC_032920,3090,Arthropoda
NC_032921,8752,Pomacea canaliculata
NC_032922,13741,Coleoptera
NC_032923,2863,Gerridae
NC_032924,6754,Araneae
NC_032925,4779,Annelida
NC_032926,4288,Octopus
NC_032927,4917,Hexapoda
NC_032928,9081,Arthropoda
NC_032929,12303,Coleoptera
NC_032930,3332,Gerridae
NC_032931,7192,Gerridae
NC_032932,4836,Octopus
NC_032933,7966,Pomacea canaliculata
NC_032934,4484,Octopus
NC_032935,10360,Arthropoda
NC_032936,2824,Arthropoda
NC_032937,3216,Gerridae
NC_032938,5595,Ixodida
NC_032939,8465,Pomacea canaliculata
NC_032940,8922,Arthropoda
NC_032941,3181,Gerridae
NC_032942,6761,Ixodida
NC_032943,8464,Pomacea canaliculata
NC_032944,14440,Odonata
NC_032945,4711,Octopus
NC_032946,8352,Arthropoda
NC_032947,7810,Pomacea canaliculata
NC_032948,7552,Hexapoda
NC_032949,2550,Araneae
NC_032950,5197,Ensis minor
NC_032951,3343,Octopus
NC_032952,10019,Arthropoda
NC_032953,9025,Pomacea canaliculata
NC_032954,7505,Nematoda
NC_032955,4581,Ensis minor
NC_032956,11349,Odonata
NC_032957,4560,Octopus
NC_032958,5440,Octopus
NC_032959,8678,Pomacea canaliculata
NC_032960,2724,Myriapoda
NC_032961,4536,Octopus
NC_032962,5094,Ensis minor
NC_032963,6372,Pomacea canaliculata
NC_032964,4303,Araneae
NC_032965,5510,Myriapoda
NC_032966,9667,Charybdis
NC_032967,4180,Octopus
NC_032968,4716,Octopus
NC_032969,9865,Charybdis
NC_032970,4633,Araneae
NC_032971,11834,Odonata
NC_032972,4496,Paphia
NC_032973,10123,Myriapoda
NC_032974,4423,Octopus
NC_032975,10012,Charybdis
NC_032976,4963,Paphia
NC_032977,9538,Oniscidea
NC_032978,12155,Hexapoda
NC_032979,8938,Araneae
NC_032980,4409,Octopus
NC_032981,9142,Charybdis
NC_032982,11670,Odonata
NC_032983,5222,Paphia
NC_032984,3628,Diplopoda
NC_032985,9702,Araneae
NC_032986,10959,Myriapoda
NC_032987,15099,Cricetulus longicaudatus
NC_032988,4854,Araneae
NC_032989,8636,Charybdis
NC_032990,8882,Hexapoda
NC_032991,3932,Astacoidea
NC_032992,5430,Stylommatophora
NC_032993,10908,Araneae
NC_032994,9854,Hexapoda
NC_032995,4221,Octopus
NC_032996,10378,Charybdis
NC_032997,3051,Astacoidea
NC_032998,11297,Araneae
NC_032999,10069,Phasianus colchicus
NC_033000,8382,Myriapoda
NC_033001,9763,Bivalvia
NC_033002,4084,Astacoidea
NC_033003,8681,Culicidae
NC_033004,3714,Octopus
NC_033005,12379,Myriapoda
NC_033006,11332,Odonata
NC_033007,4570,Octopus
NC_033008,3776,Astacoidea
NC_033009,4000,Scutigera coleoptrata
NC_033010,7620,Bivalvia
NC_033011,4863,Astacoidea
NC_033012,8033,Crustacea
NC_033013,2981,Scutigera coleoptrata
NC_033014,9074,Culicidae
NC_033015,11280,Odonata
NC_033016,3570,Astacoidea
NC_033017,5904,Scutigera coleoptrata
NC_033018,5278,Astacoidea
NC_033019,9035,Araneae
NC_033020,4629,Octopus
NC_033021,11079,Myriapoda
NC_033022,8691,Charybdis
NC_033023,2539,Tetragnatha maxillosa
NC_033024,5321,Crustacea
NC_033025,9836,Araneae
NC_033026,12566,Coleoptera
NC_033027,9614,Odonata
NC_033028,3008,Astacoidea
NC_033029,6056,Astacoidea
NC_033030,10107,Coleoptera
NC_033031,5040,Paphia
NC_033032,7736,Scutigera coleoptrata
NC_033033,1793,Crustacea
NC_033034,13000,Diptera
NC_033035,4740,Paphia
NC_033036,7500,Bivalvia
NC_033037,3799,Merostomata
NC_033038,1790,Crustacea
NC_033039,10473,Astacoidea
NC_033040,9185,Coleoptera
NC_033041,8476,Bivalvia
NC_033042,3675,Astacoidea
NC_033043,3348,Crustacea
NC_033044,3319,Crustacea
NC_033045,8840,Araneae
NC_033046,10184,Coleoptera
NC_033047,4692,Paphia
NC_033048,2209,Tetragnatha maxillosa
NC_033049,2723,Crustacea
NC_033050,8763,Siluridae
NC_033051,9581,Bivalvia
NC_033052,3919,Astacoidea
NC_033053,11260,Araneae
NC_033054,11668,Coleoptera
NC_033055,12513,Diptera
NC_033056,4632,Paphia
NC_033057,8127,Bivalvia
NC_033058,2585,Gerridae
NC_033059,4118,Crustacea
NC_033060,2781,Crustacea
NC_033061,10126,Odonata
NC_033062,8747,Siluridae
NC_033063,4427,Astacoidea
NC_033064,2702,Crustacea
NC_033065,10183,Crustacea
NC_033066,4971,Paphia
NC_033067,9171,Bivalvia
NC_033068,2566,Gerridae
NC_033069,9311,Siluridae
NC_033070,11145,Diptera
NC_033071,12535,Odonata
NC_033072,2781,Hexapoda
NC_033073,3908,Crustacea
NC_033074,4130,Paphia
NC_033075,9458,Bivalvia
NC_033076,3694,Astacoidea
NC_033077,4369,Gerridae
NC_033078,6096,Oniscidea
NC_033079,9247,Crustacea
NC_033080,9147,Siluridae
NC_033081,8176,Gallus gallus
NC_033082,6206,Diptera
NC_033083,9319,Bivalvia
NC_033084,3718,Hexapoda
NC_033085,5218,Paphia
NC_033086,11515,Crustacea
NC_033087,8604,Siluridae
NC_033088,8778,Bivalvia
NC_033089,2791,Hexapoda
NC_033090,4752,Crustacea
NC_033091,2583,Crustacea
NC_033092,4175,Gerridae
NC_033093,9795,Araneae
NC_033094,9763,Odonata
NC_033095,2799,Hexapoda
NC_033096,3456,Astacoidea
NC_033097,4775,Culicidae
NC_033098,10025,Crustacea
NC_033099,10061,Odonata
NC_033100,6570,Bivalvia
NC_033101,12660,Bivalvia
NC_033102,10046,Odonata
NC_033103,13161,Diptera
NC_033104,4067,Astacoidea
NC_033105,4560,Culicidae
NC_033106,6235,Isopoda
NC_033107,7396,Bivalvia
NC_033108,7696,Odonata
NC_033109,3959,Pomacea canaliculata
NC_033110,9549,Bivalvia
NC_033111,4823,Astacoidea
NC_033112,9435,Odonata
NC_033113,5804,Hexapoda
NC_033114,5394,Coleoptera
NC_033115,10962,Crustacea
NC_033116,8961,Hexapoda
NC_033117,3284,Gerridae
NC_033118,3229,Astacoidea
NC_033119,9478,Odonata
NC_033120,2748,Culicidae
NC_033121,4551,Odonata
NC_033122,9528,Tetragnatha maxillosa
NC_033123,3791,Astacoidea
NC_033124,3685,Astacoidea
NC_033125,9621,Orithyia sinica
NC_033126,8848,Odonata
NC_033127,8941,Hexapoda
NC_033128,2841,Culicidae
NC_033129,3815,Atyidae
NC_033130,12441,Crustacea
NC_033131,9166,Gastropoda
NC_033132,4928,Odonata
NC_033134,8799,Odonata
NC_033135,3015,Astacoidea
NC_033136,9758,Odonata
NC_033137,8804,Gastropoda
NC_033138,2961,Culicidae
NC_033139,3108,Atyidae
NC_033140,4772,Odonata
NC_033141,6021,Hexapoda
NC_033142,3540,Astacoidea
NC_033143,3964,Astacoidea
NC_033144,3206,Pomacea canaliculata
NC_033145,9158,Tetragnatha maxillosa
NC_033146,7548,Hexapoda
NC_033147,7652,Pomacea canaliculata
NC_033148,9487,Odonata
NC_033149,5094,Atyidae
NC_033150,8235,Hexapoda
NC_033151,9345,Gastropoda
NC_033152,10315,Odonata
NC_033153,9650,Tetragnatha maxillosa
NC_033154,4925,Sipuncula
NC_033155,4964,Astacoidea
NC_033156,9309,Gastropoda
NC_033157,9145,Tetragnatha maxillosa
NC_033158,10650,Culicidae
NC_033159,9086,Oniscidea
NC_033160,9186,Hexapoda
NC_033161,4230,Astacoidea
NC_033162,5420,Octopus
NC_033163,9388,Gastropoda
NC_033164,3195,Charybdis
NC_033165,9141,Culicidae
NC_033166,5077,Bivalvia
NC_033167,5448,Octopus
NC_033168,11270,Atyidae
NC_033169,3929,Astacoidea
NC_033170,2981,Atyidae
NC_033171,2768,Charybdis
NC_033172,8926,Gastropoda
NC_033173,8687,Gerridae
NC_033174,14639,Culicidae
NC_033175,8223,Octopus
NC_033176,224064,Macaca fascicularis
NC_033177,4228,Gastropoda
NC_033178,3446,Atyidae
NC_033179,4792,Araneae
NC_033180,10194,Gerridae
NC_033181,6844,Astacoidea
NC_033182,13283,Toxocara
NC_033183,3875,Astacoidea
NC_033184,10162,Gastropoda
NC_033185,10445,Hexapoda
NC_033186,6041,Siluridae
NC_033187,3557,Atyidae
NC_033188,4650,Gerridae
NC_033189,10153,Gerridae
NC_033190,9235,Odonata
NC_033191,3631,Astacoidea
NC_033192,10072,Culicidae
NC_033193,5682,Siluridae
NC_033194,9166,Gerridae
NC_033195,9266,Odonata
NC_033196,4981,Gerridae
NC_033197,5635,Crustacea
NC_033198,10856,Gastropoda
NC_033199,3608,Astacoidea
NC_033200,8313,Odonata
NC_033201,9789,Neoconocephalus
NC_033202,3325,Penaeidae
NC_033203,9058,Atyidae
NC_033204,13693,Coleoptera
NC_033205,9287,Gastropoda
NC_033206,9820,Odonata
NC_033207,3668,Diptera
NC_033208,3891,Penaeidae
NC_033209,7388,Atyidae
NC_033210,9658,Odonata
NC_033211,10423,Coleoptera
NC_033212,9440,Myriapoda
NC_033213,9301,Atyidae
NC_033214,8307,Odonata
NC_033215,10153,Gastropoda
NC_033216,5117,Nematoda
NC_033217,2613,Dermaptera
NC_033218,9668,Odonata
NC_033219,9614,Myriapoda
NC_033220,4168,Myriapoda
NC_033221,8342,Atyidae
NC_033222,9481,Odonata
NC_033223,8951,Gastropoda
NC_033224,9635,Myriapoda
NC_033225,6111,Odonata
NC_033226,8905,Odonata
NC_033227,8253,Myriapoda
NC_033228,8772,Atyidae
NC_033229,6083,Odonata
NC_033230,2571,Crustacea
NC_033231,3770,Myriapoda
NC_033232,12044,Odonata
NC_033233,4886,Scutigera coleoptrata
NC_033234,2835,Culicidae
NC_033235,9596,Atyidae
NC_033236,3259,Crustacea
NC_033237,3085,Myriapoda
NC_033238,8964,Odonata
NC_033239,4225,Pomacea canaliculata
NC_033240,4778,Charybdis
NC_033241,8114,Atyidae
NC_033242,11507,Myriapoda
NC_033243,9596,Odonata
NC_033244,5037,Actiniaria
NC_033245,4250,Orthoptera
NC_033246,8903,Atyidae
NC_033247,9480,Odonata
NC_033248,3663,Myriapoda
NC_033249,2892,Coleoptera
NC_033250,3611,Merostomata
NC_033251,5032,Orthoptera
NC_033252,3679,Portunus pelagicus
NC_033253,2872,Coleoptera
NC_033254,5917,Odonata
NC_033255,2816,Odonata
NC_033256,10857,Diplopoda
NC_033257,2012,Culicidae
NC_033258,7418,Atyidae
NC_033259,2275,Odonata
NC_033260,6288,Odonata
NC_033261,10841,Nematoda
NC_033262,8673,Atyidae
NC_033263,5102,Myriapoda
NC_033264,2469,Odonata
NC_033265,2704,Hexapoda
NC_033266,8978,Atyidae
NC_033267,13776,Ascaris suum
NC_033268,3737,Sipuncula
NC_033269,8318,Diptera
NC_033270,2143,Gallus gallus
NC_033271,1370,Abelmoschus esculentus
NC_033272,4668,Gallus gallus
NC_033274,1369,Gossypium hirsutum
NC_033275,2464,Gallus gallus
NC_033276,2750,Carica papaya
NC_033277,3593,Cordyceps javanica
NC_033278,2874,Cordyceps javanica
NC_033279,2989,Gerridae
NC_033280,3215,Siluridae
NC_033281,1309,Siluridae
NC_033282,5741,Diptera
NC_033283,1625,Diptera
NC_033284,6585,Atyidae
NC_033285,1653,Atyidae
NC_033286,1637,Gerridae
NC_033287,5924,Termitoidae
NC_033288,1883,Termitoidae
NC_033289,6556,Isopoda
NC_033290,1212,Isopoda
NC_033291,6699,Crustacea
NC_033292,4615,Crustacea
NC_033293,6746,Crustacea
NC_033294,4083,Crustacea
NC_033295,1924,Caridea
NC_033296,6186,Charybdis
NC_033297,1866,Charybdis
NC_033298,6009,Gastropoda
NC_033299,1803,Gastropoda
NC_033300,2685,Caridea
NC_033301,1731,Diptera
NC_033302,1602,Diptera
NC_033303,3256,Diptera
NC_033304,2708,Odonata
NC_033305,3159,Culicidae
NC_033306,1652,Culicidae
NC_033307,3267,Neoconocephalus
NC_033308,1692,Neoconocephalus
NC_033309,3831,Neoconocephalus
NC_033310,1788,Neoconocephalus
NC_033311,3025,Orthoptera
NC_033312,1675,Orthoptera
NC_033313,1789,Arthropoda
NC_033314,1611,Arthropoda
NC_033315,1589,Arthropoda
NC_033316,1652,Arthropoda
NC_033317,3175,Cordyceps javanica
NC_033318,3165,Cordyceps javanica
NC_033319,4027,Metaphire sieboldi
NC_033320,3165,Metaphire sieboldi
NC_033321,1939,Metaphire sieboldi
NC_033322,1271,Metaphire sieboldi
NC_033323,1521,Metaphire sieboldi
NC_033324,1218,Metaphire sieboldi
NC_033325,3250,Odonata
NC_033326,9312,Odonata
NC_033327,6873,Odonata
NC_033328,3958,Odonata
NC_033329,1549,Odonata
NC_033330,1549,Diptera
NC_033331,3171,Diptera
NC_033332,1541,Diptera
NC_032681,11379,Culex decens
NC_032682,1723,Homo sapiens
NC_032527,9864,Turritellidae
NC_032528,9166,Sesarmidae
NC_032529,10108,Echinodermata
NC_032530,8647,Echinodermata
NC_032531,8920,Sesarmidae
NC_032532,10859,Echinodermata
NC_032533,9450,Echinodermata
NC_032534,8870,Sesarmidae
NC_032535,6214,Sipuncula
NC_032536,6969,Ligia exotica
NC_032537,9983,Sipuncula
NC_032538,8879,Sipuncula
NC_032539,9895,Sipuncula
NC_032540,7927,Ensis minor
NC_032541,9663,Paguroidea
NC_032542,9416,Sipuncula
NC_032543,10714,Echinodermata
NC_032544,9404,Echinodermata
NC_032545,6040,Sipuncula
NC_032546,8818,Bivalvia
NC_032547,9410,Sipuncula
NC_032548,8697,Bivalvia
NC_032549,9273,Sipuncula
NC_032550,9460,Sipuncula
NC_032551,8729,Bivalvia
NC_032552,9338,Sipuncula
NC_032553,8711,Stomatopoda
NC_032554,9395,Sipuncula
NC_032555,10551,Oniscidea
NC_032556,9113,Bivalvia
NC_032557,10278,Sipuncula
NC_032558,12016,Oniscidea
NC_032559,10929,Stomatopoda
NC_032560,8702,Bivalvia
NC_032561,3675,Penaeidae
NC_032562,9348,Stomatopoda
NC_032563,10040,Sipuncula
NC_032564,9780,Stomatopoda
NC_032565,12524,Sipuncula
NC_032566,8045,Sesarmidae
NC_032567,12483,Ligia exotica
NC_032568,9484,Bivalvia
NC_032569,9186,Nereididae
NC_032570,4376,Ensis minor
NC_032571,10676,Stomatopoda
NC_032572,9206,Nereididae
NC_032573,8411,Bivalvia
NC_032574,9928,Nereididae
NC_032575,5074,Octopus
NC_032576,7273,Ensis minor
NC_032577,7826,Merostomata
NC_032578,8407,Merostomata
NC_032579,11457,Penaeidae
NC_032580,8143,Cirripedia
NC_032581,9323,Merostomata
NC_032582,7927,Ensis minor
NC_032583,13842,Thoracica
NC_032584,7822,Merostomata
NC_032585,8407,Ensis minor
NC_032586,4797,Octopus
NC_032587,9149,Ensis minor
NC_032588,10613,Penaeidae
NC_032589,7349,Penaeidae
NC_032590,8334,Oniscidea
NC_032591,7599,Ensis minor
NC_032592,8221,Penaeidae
NC_032593,8628,Ensis minor
NC_032594,10355,Penaeidae
NC_032595,9632,Penaeidae
NC_032596,8487,Ensis minor
NC_032597,8677,Penaeidae
NC_032598,9953,Penaeidae
NC_032599,9153,Ensis minor
NC_032600,9352,Penaeidae
NC_032601,6729,Ensis minor
NC_032602,10608,Murex trapa
NC_032603,6098,Ensis minor
NC_032604,8854,Murex trapa
NC_032605,9029,Actiniaria
NC_032606,9382,Ensis minor
NC_032607,8466,Actiniaria
NC_032608,9502,Actiniaria
NC_032609,9110,Ensis minor
NC_032610,9188,Actiniaria
NC_032611,8546,Octopus
NC_032612,9234,Actiniaria
NC_032613,8733,Octopus
NC_032614,8658,Actiniaria
NC_032615,9665,Octopus
NC_032617,8626,Octopus
NC_032618,10456,Actiniaria
NC_032619,9376,Octopus
NC_032620,9559,Octopus
NC_032621,9233,Tunicata
NC_032622,12772,Ligia exotica
NC_032623,8817,Octopus
NC_032624,9751,Ligia exotica
NC_032625,8621,Ligia exotica
NC_032626,10121,Octopus
NC_032627,9396,Octopus
NC_032628,6503,Paguroidea
NC_032629,9245,Octopus
NC_032630,8839,Paguroidea
NC_032631,7981,Octopus
NC_032632,10091,Paguroidea
NC_032633,10342,Octopus
NC_032634,8918,Octopus
NC_032635,10897,Portunus pelagicus
NC_032636,9176,Portunus pelagicus
NC_032637,10546,Paphia
NC_032638,9364,Paguroidea
NC_032639,8887,Paphia
NC_032640,10149,Sesarmidae
NC_032641,8351,Sesarmidae
NC_032642,9386,Portunus pelagicus
NC_032643,9261,Paguroidea
NC_032644,11435,Paguroidea
NC_032645,3886,Penaeidae
NC_032646,1545,Penaeidae
NC_032647,2904,Penaeidae
NC_032648,1628,Penaeidae
NC_032403,8518,Atyidae
NC_032404,3244,Penaeidae
NC_032405,4044,Cynodon dactylon
NC_032406,3537,Sesarmidae
NC_032407,8175,Echinodermata
NC_032408,2816,Penaeidae
NC_032409,6589,Crustacea
NC_032410,2317,Tunicata
NC_032411,2962,Ligia exotica
NC_032412,9570,Sus scrofa
NC_032413,7382,Thoracica
NC_032414,6877,Crustacea
NC_032415,2417,Echinodermata
NC_032416,3003,Echinodermata
NC_032417,12996,Paguroidea
NC_032419,3477,Siluridae
NC_032420,9997,Bivalvia
NC_032421,4198,Sipuncula
NC_032422,9324,Arthropoda
NC_032423,6009,Sus scrofa
NC_032424,7198,Tabanidae
NC_032425,5703,Siluridae
NC_032426,5547,Chiroptera
NC_032427,11058,Thoracica
NC_032428,2953,Thoracica
NC_032429,10000,Crustacea
NC_032430,12395,Thoracica
NC_032431,5516,Siluridae
NC_032432,11112,Thoracica
NC_032433,5991,Hexapoda
NC_032434,10256,Stomatopoda
NC_032435,9893,Arthropoda
NC_032436,8675,Arthropoda
NC_032437,11540,Actiniaria
NC_032438,12384,Toxocara
NC_032439,6856,Penaeidae
NC_032440,2629,Myriapoda
NC_032441,9599,Stomatopoda
NC_032442,9154,Thoracica
NC_032443,4371,Arthropoda
NC_032444,11035,Thoracica
NC_032445,10973,Stomatopoda
NC_032446,7612,Thoracica
NC_032447,11959,Stomatopoda
NC_032448,2785,Penaeidae
NC_032449,6969,Charybdis
NC_032450,2677,Stomatopoda
NC_032451,10817,Octopus
NC_032452,2881,Ensis minor
NC_032453,4401,Araneae
NC_032454,2544,Ensis minor
NC_032455,2328,Araneae
NC_032456,10084,Octopus
NC_032457,3610,Octopus
NC_032458,9591,Chiroptera
NC_032459,9888,Penaeidae
NC_032460,2687,Octopus
NC_032461,3906,Octopus
NC_032462,8000,Charybdis
NC_032463,4282,Octopus
NC_032464,10177,Stomatopoda
NC_032465,4998,Portunus pelagicus
NC_032466,2624,Octopus
NC_032467,3950,Paphia
NC_032468,3790,Paphia
NC_032469,9211,Octopus
NC_032470,2584,Paphia
NC_032471,3705,Gerridae
NC_032472,11189,Diptera
NC_032473,8452,Bivalvia
NC_032474,4557,Gerridae
NC_032477,10128,Merostomata
NC_032478,9974,Octopus
NC_032479,8497,Rattus
NC_032480,8856,Homo sapiens
NC_032481,9054,Gastropoda
NC_032482,9973,Octopus
NC_032483,11374,Nematoda
NC_032484,5818,Rattus
NC_032485,3761,Merostomata
NC_032486,4035,Merostomata
NC_032487,4234,Gastropoda
NC_032488,12469,Portunus pelagicus
NC_032490,29385,Paguroidea
NC_032491,3226,Culicidae
NC_032492,24648,Charybdis
NC_032493,9521,Paphia
NC_032494,9528,Portunus pelagicus
NC_032495,9840,Paphia
NC_032496,20278,Turritellidae
NC_032497,4527,Sesarmidae
NC_032498,2033,Sipuncula
NC_032499,1534,Sipuncula
NC_032500,1664,Octopus
NC_032501,1602,Octopus
NC_032502,1564,Sipuncula
NC_032503,1924,Sipuncula
NC_032504,4470,Heteroptera
NC_032505,3732,Heteroptera
NC_032506,3425,Heteroptera
NC_032507,2651,Heteroptera
NC_032508,2274,Heteroptera
NC_032509,1763,Heteroptera
NC_032510,4004,Heteroptera
NC_032511,3085,Heteroptera
NC_032512,2567,Heteroptera
NC_032513,1595,Heteroptera
NC_032514,11209,Myriapoda
NC_032515,5269,Myriapoda
NC_032516,4365,Myriapoda
NC_032517,1404,Thoracica
NC_032518,1697,Thoracica
NC_032519,1580,Thoracica
NC_032520,3086,Thoracica
NC_032521,3507,Merostomata
NC_032522,1656,Merostomata
NC_032523,3209,Stomatopoda
NC_032524,1444,Stomatopoda
NC_032525,3105,Paguroidea
NC_032526,1264,Paguroidea
NC_032125,9888,Sipuncula
NC_032150,1890,Rhizoctonia solani
NC_032172,3220,Portunus pelagicus
NC_032173,2645,Arthropoda
NC_032174,9073,Annelida
NC_032175,13072,Arthropoda
NC_032176,3252,Diptera
NC_032177,3226,Arthropoda
NC_032178,3211,Arthropoda
NC_032179,8729,Astacoidea
NC_032180,10892,Myriapoda
NC_032181,8943,Sipuncula
NC_032182,2543,Araneae
NC_032183,3023,Penaeidae
NC_032184,2782,Araneae
NC_032185,3168,Penaeidae
NC_032186,8358,Myriapoda
NC_032187,3325,Araneae
NC_032188,2841,Araneae
NC_032189,2803,Araneae
NC_032190,2892,Araneae
NC_032191,2721,Araneae
NC_032192,9949,Sipuncula
NC_032193,2729,Thoracica
NC_032194,8507,Bivalvia
NC_032195,2642,Araneae
NC_032196,2662,Araneae
NC_032197,3250,Araneae
NC_032198,9512,Astacoidea
NC_032199,2850,Araneae
NC_032200,3342,Tetragnatha maxillosa
NC_032201,6313,Bivalvia
NC_032202,5201,Octopus
NC_032203,6784,Myriapoda
NC_032204,4902,Octopus
NC_032205,9107,Thoracica
NC_032206,8955,Ensis minor
NC_032207,3936,Annelida
NC_032208,3049,Ixodida
NC_032209,10188,Araneae
NC_032210,3152,Hexapoda
NC_032211,11177,Myriapoda
NC_032212,12839,Fusarium langsethiae
NC_032213,2718,Myriapoda
NC_032214,4288,Myriapoda
NC_032215,12877,Myriapoda
NC_032216,3113,Myriapoda
NC_032217,5221,Siluridae
NC_032218,10283,Myriapoda
NC_032219,3458,Merostomata
NC_032220,3570,Merostomata
NC_032221,8584,Odonata
NC_032222,11081,Araneae
NC_032223,3179,Hexapoda
NC_032224,4213,Hexapoda
NC_032225,2252,Hexapoda
NC_032226,9110,Octopus
NC_032227,3057,Lepidoptera
NC_032228,3344,Insecta
NC_032229,2223,Neoconocephalus
NC_032230,3639,Astacoidea
NC_032231,4971,Culicidae
NC_032232,2654,Coleoptera
NC_032233,2767,Odonata
NC_032234,3237,Odonata
NC_032235,3215,Odonata
NC_032236,2721,Odonata
NC_032237,3447,Odonata
NC_032238,2748,Odonata
NC_032239,2585,Odonata
NC_032240,2750,Scutigera coleoptrata
NC_032241,3034,Nematoda
NC_032242,16196,Myriapoda
NC_032243,2791,Odonata
NC_032244,4491,Merostomata
NC_032245,13517,Myriapoda
NC_032246,3164,Odonata
NC_032247,2768,Odonata
NC_032248,3284,Odonata
NC_032249,9214,Paguroidea
NC_032250,3119,Odonata
NC_032251,2802,Odonata
NC_032252,2566,Odonata
NC_032253,2787,Culicidae
NC_032254,3076,Orthoptera
NC_032255,112536,Plodia interpunctella
NC_032256,1254,Lepidoptera
NC_032257,5114,Lepidoptera
NC_032258,3695,Lepidoptera
NC_032259,3739,Lepidoptera
NC_032260,2752,Lepidoptera
NC_032261,1896,Lepidoptera
NC_032262,1255,Lepidoptera
NC_032263,877,Lepidoptera
NC_032264,4104,Lepidoptera
NC_032265,3292,Lepidoptera
NC_032266,1814,Lepidoptera
NC_032267,1090,Lepidoptera
NC_032268,3176,Tetragnatha maxillosa
NC_032269,1464,Tetragnatha maxillosa
NC_032270,8170,Glycine max
NC_032271,5776,Glycine max
NC_032272,5620,Sesarmidae
NC_032273,6858,Sesarmidae
NC_032274,1760,Sesarmidae
NC_032275,1320,Sesarmidae
NC_032276,6974,Diptera
NC_032277,4318,Diptera
NC_032278,4186,Diptera
